PROPERTY_ID;FIRST_DAY_ONLINE;LAST_DAY_ONLINE;OFFER_TYPE;CUSTOMER_ID;CUSTOMER_SEGMENT;CATEGORY;PRICE_GROSS;SIZE_M2;GEO_CANTON;NUMBER_OF_ROOMS;PACKAGE_ID;PACKAGE_PRODUCT;;;;;;;;;;;;;;
283.qeg1b;2022-11-05;2022-11-05;RENT;600;professional;APPT;900;98;GR;3,5;18;subscription;;;;;;;;;;;;;;
285.o3pp5;2022-12-23;2022-12-23;RENT;449218;professional;APPT;1700;94;VD;4;11;subscription;;;;;;;;;;;;;;
28c.hqo2y;2022-09-21;2022-11-02;RENT;447897;private;APPT;1300;;ZH;2,5;32;middle;;;;;;;;;;;;;;
28f.asidu;2022-06-22;2022-06-22;RENT;307968;private;APPT;;387;ZH;7,5;32;middle;;;;;;;;;;;;;;
28j.sufhq;2022-10-20;2022-10-20;BUY;483334;professional;APPT;360000;115;VS;4,5;17;subscription;;;;;;;;;;;;;;
28x.qs7jv;2022-07-27;2022-10-13;RENT;449218;professional;APPT;1260;56;VD;2,5;11;subscription;;;;;;;;;;;;;;
298.kjini;2022-02-06;2022-10-17;RENT;450922;private;APPT;2140;106;BS;4;32;middle;;;;;;;;;;;;;;
29h.dv6jg;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1000;98;UR;3,5;3;subscription;;;;;;;;;;;;;;
29h.sirz6;2021-04-02;2021-06-24;RENT;443598;private;APPT;1500;;AG;2;31;basic;;;;;;;;;;;;;;
2au.nydve;2022-11-15;2022-12-04;RENT;447319;professional;GASTRO;2200;180;SG;2;4;subscription;;;;;;;;;;;;;;
2br.hiqkd;2022-08-29;2022-09-20;RENT;206711;professional;APPT;980;39;VS;1,5;8;subscription;;;;;;;;;;;;;;
2bu.3rp3z;2022-03-31;2022-06-09;BUY;104517;professional;APPT;;166;TI;4,5;22;subscription;;;;;;;;;;;;;;
2c3.nz3wp;2022-10-31;2022-10-31;RENT;79924;professional;INDUS;;;ZH;;19;subscription;;;;;;;;;;;;;;
2ch.55ut2;2022-07-07;2022-07-08;RENT;419;professional;INDUS;31936;2017;ZH;;10;subscription;;;;;;;;;;;;;;
2e3.ohppp;2022-10-21;2022-10-21;BUY;83612;professional;HOUSE;;160;SO;5,5;21;subscription;;;;;;;;;;;;;;
2e6.lxxhb;2022-12-21;2023-01-09;BUY;447930;professional;APPT;;94;SG;4,5;7;subscription;;;;;;;;;;;;;;
2e7.2eb1i;2022-08-13;2022-08-13;RENT;516;professional;APPT;900;98;GE;3,5;13;subscription;;;;;;;;;;;;;;
2er.qltqi;2022-10-08;2022-10-08;RENT;483334;professional;APPT;860;98;TG;3,5;17;subscription;;;;;;;;;;;;;;
2ey.w2r2b;2022-11-27;2022-12-04;RENT;447319;professional;APPT;1320;59;LU;3;4;subscription;;;;;;;;;;;;;;
2f6.0h50o;2022-10-03;2022-10-03;RENT;394363;professional;INDUS;;13528;SZ;;23;subscription;;;;;;;;;;;;;;
2f7.klurx;2022-08-18;2022-08-25;BUY;447930;professional;HOUSE;1690000;140;ZH;5,5;7;subscription;;;;;;;;;;;;;;
2fj.4eww5;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1100;125;UR;4,5;3;subscription;;;;;;;;;;;;;;
2fy.kb9pk;2022-06-02;2022-06-02;BUY;22107;professional;HOUSE;1280000;147;AG;5,5;1;subscription;;;;;;;;;;;;;;
2g7.7e82c;2022-08-19;2022-10-24;RENT;296886;professional;APPT;1750;;ZH;3,5;28;subscription;;;;;;;;;;;;;;
2h9.mqurm;2022-02-27;2022-04-03;RENT;433664;private;APPT;1520;64;AG;2,5;32;middle;;;;;;;;;;;;;;
2hv.a81ji;2022-05-16;2022-07-08;RENT;483543;private;APPT;970;55;BE;2,5;33;premium;;;;;;;;;;;;;;
2hv.cvxe5;2022-09-26;2022-10-25;RENT;386619;professional;APPT;2050;90;SG;3,5;9;subscription;;;;;;;;;;;;;;
2hy.ubxjc;2021-04-16;2021-04-29;RENT;487908;professional;APPT;1980;108;ZH;3,5;20;subscription;;;;;;;;;;;;;;
2if.fcj24;2021-05-14;2021-05-27;RENT;391004;private;APPT;1050;37;TI;1,5;31;basic;;;;;;;;;;;;;;
2j4.ibm0e;2022-06-10;2022-06-10;BUY;290536;professional;APPT;910000;133;TI;4,5;25;subscription;;;;;;;;;;;;;;
2j7.gol8j;2021-09-06;2021-11-05;RENT;387716;private;APPT;830;57;SG;2;33;premium;;;;;;;;;;;;;;
2j7.vf9ij;2021-07-01;2021-08-20;RENT;389896;private;APPT;1295;30;ZH;1,5;33;premium;;;;;;;;;;;;;;
2jc.l1mso;2022-04-14;2022-08-23;RENT;719;professional;INDUS;7830;696;LU;4;21;subscription;;;;;;;;;;;;;;
2ji.ejhzu;2021-05-10;2021-05-13;RENT;396354;private;APPT;1447;;ZH;4;33;premium;;;;;;;;;;;;;;
2jw.7b4i2;2022-07-20;2022-07-20;RENT;70714;professional;APPT;1420;92;TI;3,5;15;subscription;;;;;;;;;;;;;;
2ke.7fa0k;2022-01-04;2022-01-22;RENT;414805;private;APPT;2100;64;ZH;2,5;32;middle;;;;;;;;;;;;;;
2ke.or1rx;2022-12-12;2023-01-13;RENT;449218;professional;APPT;1599;64;VD;2,5;11;subscription;;;;;;;;;;;;;;
2l9.6nodd;2021-08-26;2021-09-29;RENT;285170;private;APPT;1485;90;ZH;4,5;31;basic;;;;;;;;;;;;;;
2lb.33fuo;2022-04-05;2022-05-09;RENT;600;professional;HOUSE;5800;232;ZH;6,5;18;subscription;;;;;;;;;;;;;;
2lp.yd7kq;2022-10-08;2022-10-08;RENT;483334;professional;APPT;500;45;ZH;2,5;17;subscription;;;;;;;;;;;;;;
2lw.a81wh;2022-12-13;2022-12-13;RENT;435799;private;APPT;2675;115;AG;4,5;32;middle;;;;;;;;;;;;;;
2m8.d84kw;2022-05-09;2022-07-11;RENT;395655;professional;PARK;450;;VD;;26;subscription;;;;;;;;;;;;;;
2m8.egmy7;2022-04-26;2022-05-10;BUY;386619;professional;HOUSE;1900000;1209;TG;;9;subscription;;;;;;;;;;;;;;
2mx.i293l;2022-11-21;2022-11-21;RENT;64733;professional;INDUS;200;18;VD;1;13;subscription;;;;;;;;;;;;;;
2n2.l1e26;2022-05-25;2022-05-30;RENT;613;professional;APPT;1520;74;SO;3,5;19;subscription;;;;;;;;;;;;;;
2ne.hiy1b;2022-04-26;2022-04-29;RENT;116412;professional;APPT;1280;48;ZH;2;29;subscription;;;;;;;;;;;;;;
2nf.kb5g1;2023-01-19;2023-01-24;BUY;447930;professional;HOUSE;3290000;;ZH;6,5;7;subscription;;;;;;;;;;;;;;
2nv.msmzw;2022-05-03;2022-05-16;RENT;391545;professional;APPT;2010;124;TG;4,5;18;subscription;;;;;;;;;;;;;;
2o9.5s6pz;2022-11-23;2022-11-23;RENT;441655;professional;PARK;30;;ZH;;25;subscription;;;;;;;;;;;;;;
2on.8l73w;2022-07-29;2022-08-29;RENT;516;professional;APPT;1074;54;ZH;3;13;subscription;;;;;;;;;;;;;;
2or.zph7d;2022-08-10;2022-11-17;BUY;64733;professional;APPT;490000;70;VS;3,5;13;subscription;;;;;;;;;;;;;;
2ov.9bnjk;2022-08-13;2022-08-13;RENT;516;professional;APPT;800;114;ZG;4,5;13;subscription;;;;;;;;;;;;;;
2p5.cmpeg;2022-08-27;2022-08-27;RENT;439242;professional;APPT;700;112;OW;3,5;22;subscription;;;;;;;;;;;;;;
2q0.x3nd3;2022-02-07;2022-03-07;RENT;415367;private;APPT;1670;60;ZH;3;31;basic;;;;;;;;;;;;;;
2qb.jmcky;2022-11-19;2023-01-08;RENT;387305;professional;APPT;1180;50;NE;2,5;10;subscription;;;;;;;;;;;;;;
2qp.ftr8p;2022-11-23;2022-12-19;RENT;441655;professional;PARK;60;;ZH;;25;subscription;;;;;;;;;;;;;;
2qp.vmzx7;2021-09-24;2021-10-27;RENT;399434;private;APPT;1552;75;ZH;3,5;33;premium;;;;;;;;;;;;;;
2s5.s9roe;2022-08-13;2022-08-13;RENT;516;professional;APPT;700;98;BE;3,5;13;subscription;;;;;;;;;;;;;;
2s8.vclgt;2021-11-10;2021-12-22;RENT;391004;private;APPT;1350;76;TI;2,5;32;middle;;;;;;;;;;;;;;
2sq.eux84;2022-10-29;2022-11-03;RENT;111609;professional;APPT;4340;134;ZH;4,5;28;subscription;;;;;;;;;;;;;;
2tc.nq0rg;2022-11-11;2022-11-11;BUY;290536;professional;APPT;335000;64;TI;2,5;25;subscription;;;;;;;;;;;;;;
2tc.vb3kd;2022-06-03;2022-09-13;BUY;124;professional;APPT;1550000;118;BS;4,5;4;subscription;;;;;;;;;;;;;;
2ua.mq1je;2022-06-15;2022-06-16;RENT;441655;professional;PARK;60;;AG;;25;subscription;;;;;;;;;;;;;;
2uq.1bg23;2022-07-13;2022-08-22;BUY;483334;professional;APPT;485000;121;VS;4,5;17;subscription;;;;;;;;;;;;;;
2uz.ftcwj;2022-09-26;2022-11-07;RENT;119009;professional;APPT;1100;;SG;2,5;30;subscription;;;;;;;;;;;;;;
2uz.fwlzd;2022-04-19;2022-04-27;RENT;441655;professional;APPT;2920;102;ZH;3,5;25;subscription;;;;;;;;;;;;;;
2v7.coqm0;2022-04-19;2022-04-22;RENT;441655;professional;APPT;3250;75;ZH;3;25;subscription;;;;;;;;;;;;;;
2va.u2gkv;2022-11-14;2022-11-30;RENT;449612;professional;INDUS;4200;121;ZH;4,5;13;subscription;;;;;;;;;;;;;;
2w4.h8xdj;2023-01-28;2023-01-28;RENT;399101;professional;APPT;800;67;ZH;2,5;3;subscription;;;;;;;;;;;;;;
2wy.jyqyr;2022-08-13;2022-08-13;RENT;516;professional;APPT;800;115;SG;4,5;13;subscription;;;;;;;;;;;;;;
2x6.2zexk;2022-08-27;2022-08-27;RENT;439242;professional;APPT;500;44;TI;1,5;22;subscription;;;;;;;;;;;;;;
2xb.7yxkg;2021-04-14;2021-05-18;RENT;443049;private;APPT;1299;;LU;3;31;basic;;;;;;;;;;;;;;
2xp.8mybh;2023-01-16;2023-01-16;RENT;395655;professional;APPT;1800;;VD;5,5;26;subscription;;;;;;;;;;;;;;
2xq.vwja5;2022-12-22;2022-12-22;RENT;111513;professional;APPT;6950;183;ZH;6,5;27;subscription;;;;;;;;;;;;;;
2xu.tuof7;2022-08-26;2022-08-26;RENT;439242;professional;APPT;;112;BS;3,5;22;subscription;;;;;;;;;;;;;;
2yk.wyinf;2021-07-18;2021-07-31;RENT;389969;private;APPT;1590;85;ZH;3,5;32;middle;;;;;;;;;;;;;;
30z.8w1vr;2022-11-05;2022-11-05;RENT;600;professional;APPT;900;100;SZ;3,5;18;subscription;;;;;;;;;;;;;;
30z.lg2yi;2022-12-04;2023-01-01;RENT;447319;professional;APPT;1175;59;SG;2,5;4;subscription;;;;;;;;;;;;;;
312.ge3t6;2021-08-16;2021-08-16;RENT;392231;professional;APPT;;;SH;2,5;19;subscription;;;;;;;;;;;;;;
31d.k6pcd;2022-09-05;2022-09-26;RENT;516;professional;APPT;1245;72;ZH;4;13;subscription;;;;;;;;;;;;;;
31s.5uyhc;2022-09-02;2022-09-04;RENT;310904;professional;APPT;1950;75;ZH;4;7;subscription;;;;;;;;;;;;;;
328.2v3c5;2022-05-30;2022-07-12;BUY;487645;professional;HOUSE;1090000;130;AG;4,5;19;subscription;;;;;;;;;;;;;;
33f.d74ho;2023-01-24;2023-01-24;RENT;441655;professional;SECONDARY;220;;ZH;;25;subscription;;;;;;;;;;;;;;
33i.09dqx;2023-01-09;2023-01-19;BUY;447930;professional;APPT;875000;;SG;3,5;7;subscription;;;;;;;;;;;;;;
34s.kbf2q;2022-06-30;2022-07-04;RENT;415576;private;APPT;1955;134;AG;5;33;premium;;;;;;;;;;;;;;
35r.mrzg7;2022-12-01;2022-12-09;RENT;66113;professional;APPT;1450;;VD;4,5;14;subscription;;;;;;;;;;;;;;
35w.mmldg;2022-03-23;2022-06-28;RENT;298110;professional;APPT;1490;64;ZH;2,5;1;subscription;;;;;;;;;;;;;;
36h.fsozl;2022-03-24;2022-05-09;RENT;104517;professional;APPT;4600;148;TI;3,5;22;subscription;;;;;;;;;;;;;;
36j.nz0py;2022-11-24;2022-11-24;RENT;727;professional;INDUS;;223;ZH;;22;subscription;;;;;;;;;;;;;;
36j.zl27g;2022-04-19;2022-04-28;RENT;488687;professional;APPT;1220;77;LU;3,5;23;subscription;;;;;;;;;;;;;;
376.ljxuj;2022-10-12;2022-10-12;RENT;487908;professional;INDUS;1310;90;AG;;20;subscription;;;;;;;;;;;;;;
37g.78k6n;2022-01-11;2022-02-28;RENT;441232;professional;APPT;2300;125;LU;5,5;24;subscription;;;;;;;;;;;;;;
37o.hce5q;2023-01-28;2023-01-28;RENT;399101;professional;APPT;650;47;BS;1,5;3;subscription;;;;;;;;;;;;;;
38f.zl9h9;2022-11-25;2023-01-27;RENT;449218;professional;INDUS;2100;100;VD;2;11;subscription;;;;;;;;;;;;;;
390.4we9h;2022-10-08;2022-10-08;RENT;483334;professional;APPT;900;67;VD;2,5;17;subscription;;;;;;;;;;;;;;
392.4u4b0;2022-06-16;2022-06-29;RENT;449218;professional;APPT;2400;120;VD;5,5;11;subscription;;;;;;;;;;;;;;
39q.8erxo;2023-01-10;2023-01-19;RENT;447930;professional;INDUS;1130;26;SG;;7;subscription;;;;;;;;;;;;;;
3ar.lwhjc;2022-11-05;2022-11-05;RENT;600;professional;APPT;700;73;ZG;2,5;18;subscription;;;;;;;;;;;;;;
3ay.gk74e;2022-05-17;2022-07-18;RENT;66113;professional;APPT;3120;;VD;4,5;14;subscription;;;;;;;;;;;;;;
3b0.6w6v6;2022-07-11;2022-07-22;RENT;398947;private;APPT;1504;55;ZH;2,5;33;premium;;;;;;;;;;;;;;
3b1.23okq;2021-08-16;2021-08-16;RENT;392231;professional;APPT;;68;SH;2,5;19;subscription;;;;;;;;;;;;;;
3c3.z0rv4;2022-09-07;2022-09-19;RENT;594;professional;APPT;1320;85;TG;4;16;subscription;;;;;;;;;;;;;;
3cm.t05zo;2023-01-01;2023-01-22;RENT;447319;professional;APPT;1480;65;LU;4;4;subscription;;;;;;;;;;;;;;
3cy.eweti;2022-09-13;2022-09-22;BUY;447930;professional;APPT;1550000;;SG;4,5;7;subscription;;;;;;;;;;;;;;
3d2.c3iwu;2022-06-18;2022-12-20;BUY;22107;professional;HOUSE;1690000;148;AG;6,5;1;subscription;;;;;;;;;;;;;;
3dj.x2es3;2022-05-09;2022-05-09;RENT;395655;professional;APPT;1250;;NE;4,5;26;subscription;;;;;;;;;;;;;;
3e6.cxg38;2022-08-13;2022-08-13;RENT;516;professional;APPT;1000;67;ZH;2,5;13;subscription;;;;;;;;;;;;;;
3e8.gn7z6;2022-11-07;2022-12-08;RENT;66113;professional;APPT;2620;130;VD;4,5;14;subscription;;;;;;;;;;;;;;
3fa.9auk5;2022-11-05;2022-11-05;RENT;600;professional;APPT;900;122;SG;4,5;18;subscription;;;;;;;;;;;;;;
3fh.h0ws7;2022-06-24;2022-07-22;RENT;449218;professional;APPT;1700;94;VD;3;11;subscription;;;;;;;;;;;;;;
3fx.syuq3;2022-08-13;2022-08-13;RENT;516;professional;APPT;700;98;ZH;3,5;13;subscription;;;;;;;;;;;;;;
3g6.356z8;2022-06-30;2022-07-15;BUY;79920;professional;HOUSE;;190;ZH;6,5;18;subscription;;;;;;;;;;;;;;
3gg.4dz8o;2022-10-10;2022-10-27;BUY;447930;professional;HOUSE;3590000;;ZH;6,5;7;subscription;;;;;;;;;;;;;;
3gs.5v750;2022-08-27;2022-08-27;RENT;439242;professional;APPT;700;67;ZH;2,5;22;subscription;;;;;;;;;;;;;;
3gz.78m4b;2021-04-14;2021-04-27;RENT;447636;professional;APPT;2200;60;ZG;1;6;subscription;;;;;;;;;;;;;;
3h1.lijvf;2022-08-13;2022-08-13;RENT;516;professional;APPT;800;98;ZH;3,5;13;subscription;;;;;;;;;;;;;;
3h2.abex7;2022-06-17;2022-06-28;RENT;572;professional;APPT;3550;118;ZH;3;15;subscription;;;;;;;;;;;;;;
3h6.rg7b4;2022-10-31;2022-11-14;RENT;441655;professional;PARK;60;;ZH;;25;subscription;;;;;;;;;;;;;;
3hy.xcegq;2022-04-08;2022-06-14;BUY;290536;professional;APPT;850000;130;TI;4,5;25;subscription;;;;;;;;;;;;;;
3hz.a6mrc;2022-06-13;2022-06-17;RENT;116412;professional;APPT;1170;;ZH;2;29;subscription;;;;;;;;;;;;;;
3id.3nph4;2022-08-03;2022-08-03;BUY;397118;professional;HOUSE;2015000;297;TI;6;27;subscription;;;;;;;;;;;;;;
3ix.pu5fl;2022-04-29;2022-05-16;RENT;615;professional;APPT;1620;;ZH;4;20;subscription;;;;;;;;;;;;;;
3iz.wg35b;2022-08-27;2022-08-29;RENT;439242;professional;APPT;1000;118;ZH;4,5;22;subscription;;;;;;;;;;;;;;
3j8.88o40;2022-06-15;2022-06-15;RENT;395655;professional;APPT;1000;;VD;3;26;subscription;;;;;;;;;;;;;;
3j9.9ypea;2022-06-10;2022-12-22;RENT;207310;professional;APPT;2070;90;SH;3;10;subscription;;;;;;;;;;;;;;
3jj.273jn;2022-08-30;2022-09-13;RENT;448269;professional;APPT;2450;66;LU;2,5;8;subscription;;;;;;;;;;;;;;
3kn.0r9vs;2022-09-23;2022-09-28;BUY;22807;professional;HOUSE;;317;TG;4;3;subscription;;;;;;;;;;;;;;
3ku.3pcv9;2022-07-21;2022-08-16;BUY;398556;professional;HOUSE;940000;137;ZH;5,5;1;subscription;;;;;;;;;;;;;;
3lw.9ktb5;2022-08-27;2022-08-27;RENT;439242;professional;APPT;800;112;ZH;3,5;22;subscription;;;;;;;;;;;;;;
3mq.acrwr;2021-10-28;2021-12-24;RENT;435799;private;APPT;2680;133;AG;4,5;31;basic;;;;;;;;;;;;;;
3mv.fm6s9;2021-07-23;2021-08-25;BUY;487049;private;APPT;;74;BS;3;33;premium;;;;;;;;;;;;;;
3mx.w7c8q;2022-10-08;2022-10-08;RENT;483334;professional;APPT;820;98;SH;3,5;17;subscription;;;;;;;;;;;;;;
3n2.f94ub;2023-01-06;2023-01-06;BUY;28319;professional;HOUSE;550000;62;GR;3;7;subscription;;;;;;;;;;;;;;
3n7.xv5bx;2022-05-14;2022-06-02;RENT;22107;professional;APPT;1470;81;AG;2,5;1;subscription;;;;;;;;;;;;;;
3nw.wiqra;2022-10-02;2022-10-02;RENT;447319;professional;APPT;900;72;ZH;3;4;subscription;;;;;;;;;;;;;;
3nz.vn74w;2022-11-04;2022-11-08;RENT;286307;professional;APPT;1990;85;ZH;4;18;subscription;;;;;;;;;;;;;;
3o5.j9ycu;2022-09-26;2022-10-10;RENT;516;professional;APPT;1700;74;ZH;2,5;13;subscription;;;;;;;;;;;;;;
3oa.2njrf;2022-11-05;2022-11-05;RENT;600;professional;APPT;950;100;AG;3,5;18;subscription;;;;;;;;;;;;;;
3oa.ymaxd;2022-09-30;2022-10-25;RENT;66113;professional;APPT;1740;;VD;2,5;14;subscription;;;;;;;;;;;;;;
3od.fo2mw;2021-02-23;2021-03-29;RENT;447070;private;APPT;4200;210;BE;4;31;basic;;;;;;;;;;;;;;
3oe.a8h6y;2021-08-02;2021-08-06;RENT;289017;private;APPT;1090;43;ZH;2;31;basic;;;;;;;;;;;;;;
3on.yludo;2022-07-24;2022-08-23;BUY;415291;private;APPT;745000;105;TG;4,5;33;premium;;;;;;;;;;;;;;
3p4.iwijh;2022-05-16;2022-09-27;RENT;54907;professional;APPT;2150;;LU;3,5;9;subscription;;;;;;;;;;;;;;
3pj.1a4yl;2022-09-02;2022-10-25;RENT;397118;professional;APPT;2200;;TI;4,5;27;subscription;;;;;;;;;;;;;;
3pj.h9k5u;2022-08-27;2022-08-27;RENT;439242;professional;APPT;650;65;ZG;2,5;22;subscription;;;;;;;;;;;;;;
3qc.k077a;2022-03-30;2022-06-23;RENT;22107;professional;INDUS;1220;76;AG;1;1;subscription;;;;;;;;;;;;;;
3qj.2fhoi;2022-09-20;2022-09-20;RENT;727;professional;APPT;2480;;ZH;3;22;subscription;;;;;;;;;;;;;;
3rj.81x6b;2022-08-27;2022-08-29;RENT;439242;professional;APPT;1000;116;ZH;4,5;22;subscription;;;;;;;;;;;;;;
3s5.f90gr;2022-05-18;2022-06-15;RENT;395655;professional;APPT;690;;VD;1;26;subscription;;;;;;;;;;;;;;
3s6.qi08c;2022-08-27;2022-08-27;RENT;439242;professional;APPT;770;65;BS;2,5;22;subscription;;;;;;;;;;;;;;
3sa.w6tme;2022-07-21;2022-08-15;RENT;439242;professional;APPT;1690;99;ZH;2,5;22;subscription;;;;;;;;;;;;;;
3so.ewztq;2022-12-07;2022-12-07;BUY;13015;professional;HOUSE;1375000;120;TI;4,5;24;subscription;;;;;;;;;;;;;;
3sw.15xrj;2023-01-18;2023-01-18;RENT;387959;private;APPT;1990;62;BE;1,5;33;premium;;;;;;;;;;;;;;
3tc.ihfsy;2022-05-16;2022-06-09;BUY;104517;professional;HOUSE;;540;;14,5;22;subscription;;;;;;;;;;;;;;
3tm.3tnfq;2022-06-09;2022-07-18;RENT;123611;professional;APPT;4000;130;ZH;4,5;2;subscription;;;;;;;;;;;;;;
3to.tk2i3;2022-10-28;2022-10-28;RENT;572;professional;PARK;100;;ZH;;15;subscription;;;;;;;;;;;;;;
3ty.ofdj0;2022-04-21;2022-06-10;BUY;290536;professional;APPT;910000;133;TI;4,5;25;subscription;;;;;;;;;;;;;;
3u1.fbnic;2022-08-27;2022-08-27;RENT;439242;professional;APPT;800;43;ZH;1,5;22;subscription;;;;;;;;;;;;;;
3u4.zhn56;2022-07-27;2022-08-17;RENT;66113;professional;APPT;1510;70;VD;3,5;14;subscription;;;;;;;;;;;;;;
3u9.3a2in;2022-03-24;2022-03-24;BUY;397118;professional;APPT;323000;56;TI;3,5;27;subscription;;;;;;;;;;;;;;
3ur.0dgvr;2022-11-04;2022-11-04;RENT;109022;professional;PARK;320;;ZH;;23;subscription;;;;;;;;;;;;;;
3uw.8jbk4;2022-08-13;2022-08-13;RENT;516;professional;APPT;800;98;ZH;3,5;13;subscription;;;;;;;;;;;;;;
3ux.0o4v8;2022-11-29;2022-11-29;BUY;290536;professional;HOUSE;1520000;158;TI;4,5;25;subscription;;;;;;;;;;;;;;
3vr.n6mh1;2022-08-08;2022-08-22;BUY;196709;professional;APPT;980000;135;ZH;4,5;5;subscription;;;;;;;;;;;;;;
3w5.8pgq6;2022-08-13;2022-08-13;RENT;516;professional;APPT;700;112;SZ;4,5;13;subscription;;;;;;;;;;;;;;
3wq.dbk9t;2022-05-13;2022-06-01;BUY;594;professional;HOUSE;2230000;250;TG;7,5;16;subscription;;;;;;;;;;;;;;
3wq.gucgb;2022-08-27;2022-08-27;RENT;439242;professional;APPT;900;112;VD;3,5;22;subscription;;;;;;;;;;;;;;
3ws.sf1p0;2022-07-30;2022-09-06;RENT;330202;private;APPT;1195;48;ZH;2;33;premium;;;;;;;;;;;;;;
3x0.qr13y;2021-11-01;2021-11-22;BUY;296886;professional;HOUSE;3560000;255;ZH;;28;subscription;;;;;;;;;;;;;;
3xu.5q2qo;2022-08-27;2022-08-27;RENT;439242;professional;APPT;800;112;ZH;3,5;22;subscription;;;;;;;;;;;;;;
3xx.wm389;2022-08-27;2022-08-27;RENT;439242;professional;APPT;700;66;ZG;2,5;22;subscription;;;;;;;;;;;;;;
3y4.fiyml;2022-08-27;2022-08-27;RENT;439242;professional;APPT;800;116;SZ;4,5;22;subscription;;;;;;;;;;;;;;
3y4.towy8;2022-03-31;2022-05-10;RENT;54907;professional;APPT;2400;;LU;4,5;9;subscription;;;;;;;;;;;;;;
3y5.at9gd;2022-05-25;2022-06-01;BUY;447930;professional;HOUSE;3590000;;ZH;6,5;7;subscription;;;;;;;;;;;;;;
3yh.vfrk2;2021-08-24;2021-12-04;RENT;451104;private;APPT;3950;145;ZH;4,5;32;middle;;;;;;;;;;;;;;
3zq.o7acr;2022-01-15;2022-02-15;RENT;387938;private;APPT;1965;110;ZH;3,5;31;basic;;;;;;;;;;;;;;
3zw.0m9n1;2022-10-14;2022-11-03;RENT;387338;private;APPT;4300;100;ZH;3,5;33;premium;;;;;;;;;;;;;;
3zz.7gin4;2022-07-06;2023-01-17;RENT;79924;professional;INDUS;;;ZH;;19;subscription;;;;;;;;;;;;;;
40l.al44q;2022-08-22;2022-09-05;BUY;719;professional;APPT;1450000;116;LU;4,5;21;subscription;;;;;;;;;;;;;;
40t.suzrl;2022-04-21;2022-07-25;RENT;287145;private;INDUS;3279;118;ZH;7;33;premium;;;;;;;;;;;;;;
415.j452j;2022-09-16;2022-10-10;RENT;389383;professional;APPT;3850;83;ZH;2,5;14;subscription;;;;;;;;;;;;;;
416.0xoqk;2022-10-24;2022-10-24;BUY;206711;professional;APPT;790000;110;VS;3,5;8;subscription;;;;;;;;;;;;;;
416.k5dlh;2023-01-01;2023-01-24;RENT;447319;professional;APPT;2280;146;BE;5,5;4;subscription;;;;;;;;;;;;;;
41i.610zp;2022-06-24;2022-08-25;RENT;449218;professional;APPT;1700;;VD;4;11;subscription;;;;;;;;;;;;;;
42f.kjfv2;2022-11-05;2022-11-05;RENT;600;professional;APPT;1000;100;ZH;3,5;18;subscription;;;;;;;;;;;;;;
437.94ic1;2022-04-11;2022-08-23;RENT;719;professional;INDUS;7830;696;LU;4;21;subscription;;;;;;;;;;;;;;
43o.98tmi;2022-08-30;2022-09-20;RENT;198009;professional;APPT;3550;141;GR;4,5;6;subscription;;;;;;;;;;;;;;
43o.e1ygg;2022-07-17;2022-07-25;BUY;111609;professional;HOUSE;1750000;146;ZH;5,5;28;subscription;;;;;;;;;;;;;;
447.xr7el;2022-07-01;2022-07-11;BUY;79920;professional;HOUSE;3200000;230;ZH;6,5;18;subscription;;;;;;;;;;;;;;
44n.6zj7h;2022-09-22;2022-09-28;BUY;447930;professional;HOUSE;940000;161;SG;5,5;7;subscription;;;;;;;;;;;;;;
45i.mvcjd;2022-08-10;2022-08-29;RENT;66113;professional;APPT;1510;70;VD;3,5;14;subscription;;;;;;;;;;;;;;
467.s796y;2022-03-17;2022-03-21;RENT;298110;professional;APPT;1390;90;AG;4;1;subscription;;;;;;;;;;;;;;
47e.7exjs;2022-11-07;2022-11-17;BUY;447930;professional;HOUSE;560000;150;;5;7;subscription;;;;;;;;;;;;;;
47l.nd408;2022-11-21;2022-11-25;RENT;488401;private;HOUSE;7200;200;ZH;6,5;32;middle;;;;;;;;;;;;;;
47p.wbjjl;2021-06-04;2021-09-13;RENT;438523;private;APPT;1650;;ZH;3,5;33;premium;;;;;;;;;;;;;;
4b8.x65kx;2022-11-03;2022-11-07;BUY;392592;private;HOUSE;965000;149;AG;5,5;31;basic;;;;;;;;;;;;;;
4bd.lm49r;2022-01-05;2022-01-18;RENT;393272;private;INDUS;2500;75;ZH;;33;premium;;;;;;;;;;;;;;
4bh.sui0s;2022-08-13;2022-08-13;RENT;516;professional;APPT;800;98;BE;3,5;13;subscription;;;;;;;;;;;;;;
4bs.mkw83;2022-11-05;2022-11-05;RENT;600;professional;APPT;1000;100;GE;3,5;18;subscription;;;;;;;;;;;;;;
4c9.9ycm0;2022-10-08;2022-10-08;RENT;483334;professional;APPT;800;97;ZH;3,5;17;subscription;;;;;;;;;;;;;;
4ca.0nk88;2022-10-21;2022-10-21;BUY;483334;professional;PROP;75000;1121;VS;;17;subscription;;;;;;;;;;;;;;
4ce.7b0s6;2022-04-05;2022-05-18;RENT;435799;private;APPT;1350;57;AG;3;33;premium;;;;;;;;;;;;;;
4cf.0bkvr;2022-10-06;2022-10-06;RENT;82311;professional;APPT;1295;55;TG;2,5;20;subscription;;;;;;;;;;;;;;
