PROPERTY_ID;FIRST_DAY_ONLINE;LAST_DAY_ONLINE;OFFER_TYPE;CUSTOMER_ID;CUSTOMER_SEGMENT;CATEGORY;PRICE_GROSS;SIZE_M2;GEO_CANTON;NUMBER_OF_ROOMS;PACKAGE_ID;PACKAGE_PRODUCT;;;;;;;;;;;;;;
h6y.ubv37;2023-01-03;2023-01-21;BUY;594;professional;HOUSE;1380000;150;TG;5,5;16;subscription;;;;;;;;;;;;;;
h6z.8kmfr;2022-02-22;2022-03-29;RENT;435799;private;APPT;1900;;AG;3,5;31;basic;;;;;;;;;;;;;;
h7f.kjs1p;2021-10-01;2022-01-31;RENT;390767;private;APPT;1685;90;BE;3;33;premium;;;;;;;;;;;;;;
h7m.kku7v;2022-11-16;2022-11-24;RENT;447930;professional;INDUS;2000;;AG;;7;subscription;;;;;;;;;;;;;;
h9i.q5kje;2022-08-13;2022-08-13;RENT;516;professional;APPT;800;115;SG;4,5;13;subscription;;;;;;;;;;;;;;
h9o.g55ek;2021-08-05;2021-10-07;RENT;389896;private;HOUSE;4200;145;ZH;5,5;31;basic;;;;;;;;;;;;;;
h9t.9luh1;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1000;98;AG;3,5;3;subscription;;;;;;;;;;;;;;
h9v.zwwb9;2023-01-10;2023-01-10;BUY;290536;professional;HOUSE;610000;105;TI;4,5;25;subscription;;;;;;;;;;;;;;
ha7.oufti;2022-08-13;2022-08-13;RENT;516;professional;APPT;1000;68;ZH;2,5;13;subscription;;;;;;;;;;;;;;
hag.aafae;2022-03-25;2022-04-22;RENT;444508;professional;APPT;1350;66;ZH;2,5;28;subscription;;;;;;;;;;;;;;
hai.st0s6;2022-12-04;2023-01-01;RENT;447319;professional;GASTRO;2200;180;SG;2;4;subscription;;;;;;;;;;;;;;
ham.52anb;2022-09-28;2022-10-10;BUY;447930;professional;HOUSE;;468;SG;5;7;subscription;;;;;;;;;;;;;;
hao.rrv76;2022-10-03;2022-10-23;RENT;311764;private;APPT;1830;150;BE;5;32;middle;;;;;;;;;;;;;;
hb4.gbjj5;2022-03-25;2022-06-09;BUY;104517;professional;APPT;3650000;259;TI;4,5;22;subscription;;;;;;;;;;;;;;
hbh.mj9b2;2022-08-13;2022-08-13;RENT;516;professional;APPT;700;66;AG;2,5;13;subscription;;;;;;;;;;;;;;
hbp.4444k;2022-11-05;2022-11-05;RENT;600;professional;APPT;700;67;ZH;2,5;18;subscription;;;;;;;;;;;;;;
hbx.vden7;2022-08-13;2022-08-13;RENT;516;professional;APPT;500;44;BS;1,5;13;subscription;;;;;;;;;;;;;;
hby.16byi;2022-03-24;2022-03-25;RENT;104517;professional;APPT;4600;148;TI;3,5;22;subscription;;;;;;;;;;;;;;
hc7.qbjms;2022-03-25;2022-06-09;BUY;104517;professional;HOUSE;;300;TI;12,5;22;subscription;;;;;;;;;;;;;;
hce.5g4cc;2022-03-30;2022-05-17;RENT;615;professional;APPT;1204;;ZH;2;20;subscription;;;;;;;;;;;;;;
hce.mgi3i;2022-10-08;2022-10-08;RENT;483334;professional;APPT;500;45;AG;1,5;17;subscription;;;;;;;;;;;;;;
hcm.46xys;2022-11-05;2022-11-05;RENT;600;professional;APPT;900;100;VD;3,5;18;subscription;;;;;;;;;;;;;;
hcs.tqy3d;2021-05-17;2021-07-27;RENT;448847;private;APPT;2750;70;ZH;2,5;33;premium;;;;;;;;;;;;;;
hd9.gkfpm;2022-05-13;2022-05-13;BUY;387305;professional;HOUSE;1300000;164;TI;7,5;10;subscription;;;;;;;;;;;;;;
he4.6wa3v;2022-08-27;2022-08-27;RENT;439242;professional;APPT;700;112;ZG;3,5;22;subscription;;;;;;;;;;;;;;
he7.22mn5;2022-07-06;2022-12-13;RENT;290536;professional;INDUS;1750;;TI;;25;subscription;;;;;;;;;;;;;;
hef.8ulgs;2022-05-04;2022-05-31;BUY;595;professional;APPT;725000;53;GR;2,5;17;subscription;;;;;;;;;;;;;;
hfj.qufcx;2022-05-28;2022-06-20;RENT;447897;private;GASTRO;;350;ZH;;33;premium;;;;;;;;;;;;;;
hfv.8udwz;2022-02-14;2022-02-27;RENT;433548;private;APPT;1980;;LU;2,5;33;premium;;;;;;;;;;;;;;
hg3.087vk;2021-03-05;2021-03-30;RENT;239299;professional;APPT;2195;100;ZH;4,5;15;subscription;;;;;;;;;;;;;;
hgo.xkytv;2022-09-20;2022-09-20;BUY;487908;professional;HOUSE;1250000;338;AG;;20;subscription;;;;;;;;;;;;;;
hgr.e4bfh;2022-10-08;2022-10-08;RENT;483334;professional;APPT;700;98;SG;3,5;17;subscription;;;;;;;;;;;;;;
hh5.16nwl;2022-05-05;2022-05-11;BUY;447930;professional;HOUSE;3590000;;ZH;6,5;7;subscription;;;;;;;;;;;;;;
hh9.hyh4p;2021-09-28;2022-08-02;RENT;298940;private;APPT;1230;76;SH;3,5;31;basic;;;;;;;;;;;;;;
hhe.u9bv6;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1050;68;ZH;2,5;3;subscription;;;;;;;;;;;;;;
hhn.gdj92;2023-01-10;2023-01-10;RENT;441655;professional;APPT;1160;50;AG;2,5;25;subscription;;;;;;;;;;;;;;
hhx.fhv1r;2022-11-05;2022-11-05;RENT;600;professional;APPT;1100;125;ZH;4,5;18;subscription;;;;;;;;;;;;;;
hi0.abi6r;2022-10-28;2022-12-08;BUY;398556;professional;HOUSE;650000;55;SG;3,5;1;subscription;;;;;;;;;;;;;;
hi8.4hpgf;2022-09-08;2022-09-15;BUY;447930;professional;APPT;940000;;SG;6;7;subscription;;;;;;;;;;;;;;
hib.s61f5;2022-04-25;2022-04-25;BUY;290536;professional;APPT;540000;79;TI;2,5;25;subscription;;;;;;;;;;;;;;
hil.1679a;2022-10-28;2022-12-16;RENT;298556;professional;HOUSE;3900;;BL;5;2;subscription;;;;;;;;;;;;;;
hj3.7ti5a;2022-12-21;2023-01-09;BUY;447930;professional;HOUSE;720000;50;SG;3;7;subscription;;;;;;;;;;;;;;
hj4.hi74h;2022-05-19;2022-08-31;RENT;397118;professional;APPT;6500;240;TI;3,5;27;subscription;;;;;;;;;;;;;;
hjg.4uxf0;2022-04-01;2022-05-03;BUY;487049;private;APPT;;130;BS;5;32;middle;;;;;;;;;;;;;;
hl4.obvzv;2022-08-13;2022-08-13;RENT;516;professional;APPT;500;44;ZH;1,5;13;subscription;;;;;;;;;;;;;;
hl9.8bt47;2022-08-26;2022-11-02;RENT;83612;professional;APPT;2590;155;SO;3,5;21;subscription;;;;;;;;;;;;;;
hlr.x69ot;2022-08-13;2022-08-13;RENT;516;professional;APPT;950;98;VD;3,5;13;subscription;;;;;;;;;;;;;;
hmg.n0l2b;2023-01-09;2023-01-19;RENT;447930;professional;GASTRO;2000;;AG;;7;subscription;;;;;;;;;;;;;;
hmq.yj0px;2022-10-08;2022-10-08;RENT;483334;professional;APPT;870;98;LU;3,5;17;subscription;;;;;;;;;;;;;;
hna.y4r4x;2022-09-16;2022-09-27;RENT;389383;professional;APPT;3900;86;ZH;3,5;14;subscription;;;;;;;;;;;;;;
hnj.kshjw;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1000;47;ZH;1,5;3;subscription;;;;;;;;;;;;;;
hnp.ow9gc;2022-11-21;2022-11-21;BUY;347;professional;PARK;30000;;LU;;6;subscription;;;;;;;;;;;;;;
hnq.0dzd0;2022-10-08;2022-10-08;RENT;483334;professional;APPT;720;66;GR;2,5;17;subscription;;;;;;;;;;;;;;
hp2.g4y5q;2022-04-07;2022-04-11;RENT;446775;private;APPT;2410;130;ZH;4,5;33;premium;;;;;;;;;;;;;;
hpt.5dtvs;2022-01-31;2022-03-25;RENT;444906;private;APPT;1200;57;BE;3;31;basic;;;;;;;;;;;;;;
hpv.sxwg6;2021-03-10;2021-04-17;RENT;330643;private;INDUS;1610;122;ZH;4;33;premium;;;;;;;;;;;;;;
hq0.r91fp;2022-05-24;2022-07-26;RENT;330652;private;INDUS;1820;500;LU;;32;middle;;;;;;;;;;;;;;
hq4.08sni;2022-08-27;2022-08-27;RENT;439242;professional;APPT;500;43;GR;1,5;22;subscription;;;;;;;;;;;;;;
hqc.x67pk;2022-11-22;2022-11-22;RENT;397406;professional;INDUS;1200;82;ZG;;28;subscription;;;;;;;;;;;;;;
hqi.mabe7;2022-02-04;2022-02-08;RENT;391453;private;APPT;1875;125;AG;4,5;31;basic;;;;;;;;;;;;;;
hqz.ikdpl;2022-08-16;2022-10-03;RENT;66113;professional;APPT;2007;;VD;3,5;14;subscription;;;;;;;;;;;;;;
hr2.w9ur1;2021-08-16;2021-09-07;RENT;399386;professional;APPT;1317;58;ZH;2;4;subscription;;;;;;;;;;;;;;
hr4.g0eo0;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1200;126;ZH;4,5;3;subscription;;;;;;;;;;;;;;
hr4.iywjd;2022-09-26;2022-10-24;RENT;119009;professional;APPT;1350;;SG;2,5;30;subscription;;;;;;;;;;;;;;
hrb.o90fk;2022-05-21;2022-05-25;RENT;482841;private;APPT;1624;90;ZH;3,5;33;premium;;;;;;;;;;;;;;
hs4.64cee;2021-06-25;2021-07-08;RENT;447127;private;APPT;1625;71;BL;3,5;33;premium;;;;;;;;;;;;;;
hsi.i1221;2022-08-25;2022-09-06;RENT;516;professional;APPT;3550;86;ZH;3,5;13;subscription;;;;;;;;;;;;;;
hsv.vqi5g;2022-09-16;2022-12-06;BUY;290536;professional;APPT;650000;129;TI;4,5;25;subscription;;;;;;;;;;;;;;
ht4.rkc91;2022-08-27;2022-08-27;RENT;439242;professional;APPT;800;112;ZH;3,5;22;subscription;;;;;;;;;;;;;;
htc.9rfqn;2022-08-27;2022-08-27;RENT;439242;professional;APPT;550;44;VD;1,5;22;subscription;;;;;;;;;;;;;;
hu1.mjcqr;2022-10-14;2022-11-10;BUY;296886;professional;APPT;1100000;130;ZH;5,5;28;subscription;;;;;;;;;;;;;;
hu7.py2so;2021-04-07;2021-04-12;RENT;235990;private;APPT;2150;122;ZH;4,5;31;basic;;;;;;;;;;;;;;
huc.y4phw;2022-08-18;2022-08-25;BUY;447930;professional;HOUSE;3590000;;ZH;6,5;7;subscription;;;;;;;;;;;;;;
huh.kc9a3;2022-08-27;2022-08-27;RENT;439242;professional;APPT;800;112;UR;3,5;22;subscription;;;;;;;;;;;;;;
huj.gzwvp;2023-01-06;2023-01-19;RENT;516;professional;APPT;2005;86;ZH;3,5;13;subscription;;;;;;;;;;;;;;
hv2.fo8pr;2022-06-28;2022-11-07;BUY;79920;professional;HOUSE;7100000;170;ZH;8,5;18;subscription;;;;;;;;;;;;;;
hw0.u5l2c;2022-06-07;2022-06-23;BUY;719;professional;APPT;690000;100;LU;4,5;21;subscription;;;;;;;;;;;;;;
hw8.xf5z0;2023-01-10;2023-01-10;BUY;290536;professional;APPT;330000;55;TI;1,5;25;subscription;;;;;;;;;;;;;;
hwf.e1y25;2023-01-26;2023-01-26;RENT;594;professional;HOUSE;2550;101;TG;4,5;16;subscription;;;;;;;;;;;;;;
hwj.lb86e;2022-11-03;2022-11-04;RENT;615;professional;APPT;1500;;ZH;2;20;subscription;;;;;;;;;;;;;;
hwr.lqxkh;2022-06-10;2022-07-18;RENT;207310;professional;APPT;2550;105;SH;4;10;subscription;;;;;;;;;;;;;;
hwt.sa824;2022-05-09;2022-06-24;RENT;419;professional;INDUS;134;10;ZG;1;10;subscription;;;;;;;;;;;;;;
hxq.j8zay;2023-01-18;2023-01-18;RENT;488687;professional;APPT;1500;106;LU;4,5;23;subscription;;;;;;;;;;;;;;
hxr.8i8yb;2022-05-28;2022-06-20;RENT;438120;private;APPT;1865;80;ZH;2,5;32;middle;;;;;;;;;;;;;;
hyo.fzq0o;2022-09-07;2022-12-01;RENT;483543;private;APPT;1200;80;BE;3,5;32;middle;;;;;;;;;;;;;;
hyo.hjg3m;2022-09-22;2022-09-28;BUY;447930;professional;HOUSE;560000;150;;5;7;subscription;;;;;;;;;;;;;;
hz8.xnesl;2022-07-20;2022-07-22;RENT;307802;professional;APPT;2270;96;ZH;3,5;4;subscription;;;;;;;;;;;;;;
hzc.dvylt;2023-01-24;2023-01-24;RENT;447319;professional;APPT;2280;146;BE;5,5;4;subscription;;;;;;;;;;;;;;
hzq.yh10n;2022-11-18;2022-11-18;RENT;290536;professional;APPT;1350;63;TI;2,5;25;subscription;;;;;;;;;;;;;;
hzr.d3ec1;2021-05-03;2021-05-10;RENT;448686;private;APPT;1275;32;ZH;1;32;middle;;;;;;;;;;;;;;
hzs.m5u3s;2022-10-08;2022-10-08;RENT;483334;professional;APPT;820;98;BE;3,5;17;subscription;;;;;;;;;;;;;;
hzw.jpurc;2022-02-23;2022-03-08;RENT;449560;private;APPT;2870;147;SH;4,5;31;basic;;;;;;;;;;;;;;
i0v.zcwn9;2021-08-06;2021-10-12;RENT;438897;private;INDUS;6200;136;ZH;1;31;basic;;;;;;;;;;;;;;
i1c.xvcan;2022-09-29;2022-10-25;RENT;415703;private;APPT;1450;;LU;3,5;33;premium;;;;;;;;;;;;;;
i1d.ll8y1;2022-10-08;2022-10-08;RENT;483334;professional;APPT;915;98;ZH;3,5;17;subscription;;;;;;;;;;;;;;
i1g.v5bx7;2022-02-10;2022-03-14;BUY;487049;private;INDUS;;179;BS;;32;middle;;;;;;;;;;;;;;
i1w.ws3ep;2022-06-17;2022-06-27;RENT;419;professional;INDUS;4720;659;ZH;;10;subscription;;;;;;;;;;;;;;
i27.orfm2;2021-08-02;2021-08-14;RENT;396319;private;HOUSE;2250;130;AG;4,5;31;basic;;;;;;;;;;;;;;
i30.v1zrq;2022-08-23;2023-01-26;RENT;488687;professional;APPT;1570;99;LU;3,5;23;subscription;;;;;;;;;;;;;;
i33.s1urx;2022-07-06;2022-07-06;RENT;79924;professional;INDUS;240;;ZH;;19;subscription;;;;;;;;;;;;;;
i3v.bol0c;2021-03-31;2021-04-06;RENT;396382;private;APPT;3050;154;BL;7,5;33;premium;;;;;;;;;;;;;;
i40.4tmr2;2022-12-22;2023-01-18;RENT;285778;private;HOUSE;3020;;AG;5,5;33;premium;;;;;;;;;;;;;;
i4e.ap1ep;2022-11-11;2022-12-14;RENT;487908;professional;APPT;1800;57;ZH;3;20;subscription;;;;;;;;;;;;;;
i55.q027l;2022-01-16;2022-01-22;RENT;449292;private;PARK;130;;ZH;;32;middle;;;;;;;;;;;;;;
i5h.ik1i9;2022-08-27;2022-08-29;RENT;439242;professional;APPT;1000;118;ZG;4,5;22;subscription;;;;;;;;;;;;;;
i5i.m2t8m;2022-11-05;2022-11-05;RENT;600;professional;APPT;900;99;SZ;3,5;18;subscription;;;;;;;;;;;;;;
i5j.vza2u;2022-12-21;2023-01-09;RENT;447930;professional;GASTRO;2000;;AG;;7;subscription;;;;;;;;;;;;;;
i6i.0xwrx;2022-11-08;2022-11-10;RENT;13033;professional;PARK;100;;GL;;28;subscription;;;;;;;;;;;;;;
i6u.5dt7b;2022-11-22;2022-11-22;BUY;347;professional;APPT;1080000;123;BE;4,5;6;subscription;;;;;;;;;;;;;;
i79.w0bw4;2022-11-23;2023-01-11;RENT;386619;professional;APPT;1588;105;SG;4,5;9;subscription;;;;;;;;;;;;;;
i80.u6y11;2022-05-30;2022-06-01;RENT;594;professional;APPT;1290;42;AR;2;16;subscription;;;;;;;;;;;;;;
i89.r03dz;2022-02-17;2022-03-09;RENT;394412;private;APPT;2250;75;ZH;2,5;31;basic;;;;;;;;;;;;;;
i98.zpf62;2022-11-05;2022-11-05;RENT;600;professional;APPT;650;73;ZH;2,5;18;subscription;;;;;;;;;;;;;;
i9o.34sp1;2022-12-28;2022-12-29;RENT;447319;professional;APPT;1175;53;SG;2,5;4;subscription;;;;;;;;;;;;;;
i9t.wun16;2022-08-18;2022-08-18;RENT;119009;professional;PARK;50;;ZH;;30;subscription;;;;;;;;;;;;;;
i9z.x14bu;2022-09-01;2022-09-08;BUY;447930;professional;HOUSE;940000;161;SG;6;7;subscription;;;;;;;;;;;;;;
ia5.a6ox9;2021-09-14;2021-09-18;RENT;436908;private;APPT;1440;54;BS;2,5;33;premium;;;;;;;;;;;;;;
ia9.9rqiv;2022-11-05;2022-11-05;RENT;600;professional;APPT;1100;1100;AG;4,5;18;subscription;;;;;;;;;;;;;;
iau.mt3ua;2021-03-08;2021-04-19;RENT;330965;private;APPT;1980;36;ZH;1,5;31;basic;;;;;;;;;;;;;;
ibg.ba6nn;2022-08-27;2022-08-29;RENT;439242;professional;APPT;700;114;SG;3,5;22;subscription;;;;;;;;;;;;;;
ic6.sucv3;2022-11-05;2022-11-05;RENT;600;professional;APPT;500;45;ZH;1,5;18;subscription;;;;;;;;;;;;;;
ica.pfx4k;2022-05-10;2022-06-30;RENT;395655;professional;APPT;1140;55;NE;2,5;26;subscription;;;;;;;;;;;;;;
icw.d9z61;2022-04-01;2022-08-08;RENT;444966;private;APPT;1420;47;BL;2;33;premium;;;;;;;;;;;;;;
id1.aey7m;2021-05-11;2021-05-24;RENT;389070;private;APPT;1880;120;TG;4,5;31;basic;;;;;;;;;;;;;;
id1.dfzta;2022-09-29;2022-10-04;RENT;441655;professional;PARK;70;;ZH;;25;subscription;;;;;;;;;;;;;;
idb.tyx88;2022-10-08;2022-10-08;RENT;483334;professional;APPT;700;67;LU;2,5;17;subscription;;;;;;;;;;;;;;
idg.h1zp0;2022-11-03;2022-11-03;RENT;397118;professional;APPT;1300;;TI;2,5;27;subscription;;;;;;;;;;;;;;
ie9.m7m9r;2022-09-28;2022-09-30;RENT;392267;professional;APPT;;290;ZH;8,5;20;subscription;;;;;;;;;;;;;;
iea.qzh7l;2022-08-18;2023-01-12;RENT;70724;professional;PARK;150;;LU;;17;subscription;;;;;;;;;;;;;;
iel.szn5e;2021-04-18;2021-04-25;RENT;394978;private;APPT;1300;50;ZH;1,5;32;middle;;;;;;;;;;;;;;
ier.g0pow;2022-06-30;2022-09-23;RENT;308912;private;APPT;2560;140;ZH;5,5;33;premium;;;;;;;;;;;;;;
if4.dgvi1;2022-09-08;2022-09-08;RENT;102;professional;APPT;1480;;TG;4;2;subscription;;;;;;;;;;;;;;
ig1.rj07e;2022-08-27;2022-08-27;RENT;439242;professional;APPT;700;103;ZH;3,5;22;subscription;;;;;;;;;;;;;;
igb.vgxnx;2022-10-08;2022-10-08;RENT;483334;professional;APPT;800;97;SZ;3,5;17;subscription;;;;;;;;;;;;;;
igg.49jk2;2022-10-10;2022-10-27;BUY;447930;professional;APPT;1550000;;SG;4,5;7;subscription;;;;;;;;;;;;;;
igi.9fmx7;2022-07-12;2022-08-02;BUY;358;professional;APPT;980000;120;ZH;3,5;7;subscription;;;;;;;;;;;;;;
igl.qfdyg;2022-08-13;2022-08-13;RENT;516;professional;APPT;1030;65;ZH;2,5;13;subscription;;;;;;;;;;;;;;
ihz.ujvh5;2022-12-16;2022-12-16;RENT;594;professional;PARK;135;;GR;;16;subscription;;;;;;;;;;;;;;
ij5.s8tfk;2022-11-05;2022-11-05;RENT;600;professional;APPT;900;106;ZG;3,5;18;subscription;;;;;;;;;;;;;;
ij8.53lwc;2021-12-02;2021-12-04;RENT;483543;private;APPT;1190;72;BE;3,5;32;middle;;;;;;;;;;;;;;
ijl.723p7;2022-02-03;2022-03-14;RENT;415703;private;APPT;2000;;ZG;2,5;33;premium;;;;;;;;;;;;;;
ijq.y7uxz;2022-08-16;2022-12-08;RENT;66113;professional;APPT;3120;;VD;4,5;14;subscription;;;;;;;;;;;;;;
ijr.wowto;2022-07-20;2022-08-29;RENT;54907;professional;APPT;1850;83;OW;4,5;9;subscription;;;;;;;;;;;;;;
ijy.8blpw;2022-09-23;2022-10-06;BUY;111609;professional;HOUSE;2100000;161;ZH;5,5;28;subscription;;;;;;;;;;;;;;
ik1.gs62d;2022-12-09;2022-12-22;BUY;393346;professional;APPT;1170000;82;GE;3;21;subscription;;;;;;;;;;;;;;
ik5.kj3qy;2022-10-06;2022-10-06;BUY;206711;professional;APPT;1600000;124;VS;4,5;8;subscription;;;;;;;;;;;;;;
ikg.7bqqy;2022-08-13;2022-08-13;RENT;516;professional;APPT;700;98;BE;3,5;13;subscription;;;;;;;;;;;;;;
ikl.zgmvs;2022-04-21;2022-07-08;RENT;358;professional;PARK;120;;TG;;7;subscription;;;;;;;;;;;;;;
ikr.jcasg;2022-12-21;2023-01-09;RENT;447930;professional;GASTRO;2000;;AG;;7;subscription;;;;;;;;;;;;;;
imc.28380;2022-08-27;2022-08-29;RENT;439242;professional;APPT;1000;116;BS;4,5;22;subscription;;;;;;;;;;;;;;
imc.p6sf8;2022-04-12;2022-04-18;RENT;444989;private;APPT;2180;121;LU;4,5;33;premium;;;;;;;;;;;;;;
imo.4mtcj;2022-10-20;2023-01-23;BUY;483334;professional;HOUSE;1390000;220;VS;6,5;17;subscription;;;;;;;;;;;;;;
inv.x553l;2022-08-13;2022-08-13;RENT;516;professional;APPT;850;66;VD;2,5;13;subscription;;;;;;;;;;;;;;
io2.m5hgx;2022-09-01;2022-09-20;BUY;399101;professional;HOUSE;1480000;215;BL;7,5;3;subscription;;;;;;;;;;;;;;
ioa.t9313;2022-03-21;2022-03-25;BUY;388967;professional;APPT;350000;44;TI;2;13;subscription;;;;;;;;;;;;;;
ioq.zidie;2022-08-27;2022-08-29;RENT;439242;professional;APPT;800;112;SZ;3,5;22;subscription;;;;;;;;;;;;;;
iov.biz2i;2021-05-11;2021-05-18;RENT;386675;private;APPT;2490;110;BS;4;33;premium;;;;;;;;;;;;;;
ip8.r41ge;2022-07-06;2022-09-12;RENT;290536;professional;HOUSE;2850;140;TI;5,5;25;subscription;;;;;;;;;;;;;;
ipa.pmbg5;2022-10-14;2022-10-24;BUY;82311;professional;HOUSE;1090000;153;TG;5,5;20;subscription;;;;;;;;;;;;;;
ipe.nbyha;2022-06-20;2022-08-03;BUY;441;professional;HOUSE;;493;ZH;;11;subscription;;;;;;;;;;;;;;
ipp.p4rcz;2022-08-13;2022-08-13;RENT;516;professional;APPT;800;115;GR;4,5;13;subscription;;;;;;;;;;;;;;
iq0.rol8g;2022-01-21;2022-11-03;BUY;444966;professional;HOUSE;1050000;163;AG;7,5;3;subscription;;;;;;;;;;;;;;
iq2.1kmyq;2022-10-27;2022-11-07;BUY;447930;professional;HOUSE;;468;SG;5;7;subscription;;;;;;;;;;;;;;
iqc.yqrk1;2022-04-29;2022-07-11;BUY;296886;professional;PROP;1200000;515;ZH;;28;subscription;;;;;;;;;;;;;;
iqf.ena7b;2022-10-08;2022-10-08;RENT;483334;professional;APPT;950;119;ZH;4,5;17;subscription;;;;;;;;;;;;;;
ir0.aj98e;2022-10-08;2022-10-08;RENT;483334;professional;APPT;1000;98;VD;3,5;17;subscription;;;;;;;;;;;;;;
ird.jq9g5;2022-11-16;2022-11-24;BUY;447930;professional;HOUSE;2340000;126;ZH;5,5;7;subscription;;;;;;;;;;;;;;
is9.93ton;2022-07-06;2022-07-19;BUY;393346;professional;APPT;1950000;145;GE;5;21;subscription;;;;;;;;;;;;;;
isb.j8787;2022-12-07;2022-12-07;RENT;447319;professional;INDUS;900;;SG;;4;subscription;;;;;;;;;;;;;;
isq.qk1hh;2022-08-25;2022-09-01;BUY;447930;professional;HOUSE;;468;SG;5;7;subscription;;;;;;;;;;;;;;
it9.lm23h;2022-11-07;2022-12-08;RENT;66113;professional;APPT;1510;47;VD;2,5;14;subscription;;;;;;;;;;;;;;
ita.mcdm9;2022-02-03;2022-02-13;RENT;387715;private;APPT;1590;60;ZH;2,5;32;middle;;;;;;;;;;;;;;
itr.uq2jm;2022-08-19;2022-10-12;RENT;516;professional;APPT;2440;36;ZH;2,5;13;subscription;;;;;;;;;;;;;;
itv.v03k2;2022-10-08;2022-10-08;RENT;483334;professional;APPT;915;98;ZH;3,5;17;subscription;;;;;;;;;;;;;;
iun.8i695;2021-09-10;2021-10-28;RENT;444966;private;INDUS;560;37;SO;1;32;middle;;;;;;;;;;;;;;
ivl.e44pl;2022-11-03;2022-12-04;RENT;447319;professional;APPT;1480;65;LU;4;4;subscription;;;;;;;;;;;;;;
iwe.kmjkc;2022-06-21;2022-07-07;BUY;82311;professional;HOUSE;1950000;506;SG;;20;subscription;;;;;;;;;;;;;;
iwq.yau9m;2022-10-11;2022-10-11;BUY;397118;professional;HOUSE;1600000;346;TI;6;27;subscription;;;;;;;;;;;;;;
ixe.dpcs3;2021-09-20;2021-09-30;RENT;438253;private;APPT;1115;65;BS;2;32;middle;;;;;;;;;;;;;;
ixh.4ajra;2022-08-13;2022-08-13;RENT;516;professional;APPT;1250;97;ZH;3,5;13;subscription;;;;;;;;;;;;;;
ixy.llfes;2022-12-21;2023-01-09;BUY;447930;professional;HOUSE;3290000;;ZH;6,5;7;subscription;;;;;;;;;;;;;;
iy0.4smvf;2022-10-08;2022-10-08;RENT;483334;professional;APPT;700;65;VD;2,5;17;subscription;;;;;;;;;;;;;;
iyd.t3rj9;2021-12-05;2021-12-29;RENT;449008;private;APPT;2500;120;LU;3,5;33;premium;;;;;;;;;;;;;;
iyw.dcnuy;2022-06-21;2022-06-21;RENT;358;professional;PARK;50;;ZH;;7;subscription;;;;;;;;;;;;;;
izf.s67ak;2023-01-09;2023-01-14;RENT;389922;private;APPT;1620;70;ZH;3;33;premium;;;;;;;;;;;;;;
j01.ubsqo;2022-04-26;2022-10-12;RENT;397118;professional;APPT;1400;;TI;4;27;subscription;;;;;;;;;;;;;;
j0g.inewq;2022-08-27;2022-08-27;RENT;439242;professional;APPT;550;42;BE;1,5;22;subscription;;;;;;;;;;;;;;
j0n.2bci2;2022-09-21;2022-10-31;RENT;207009;professional;APPT;2085;82;ZH;3,5;9;subscription;;;;;;;;;;;;;;
j1u.3sukr;2022-06-13;2022-06-13;BUY;53127;professional;APPT;1680000;172;TI;4,5;8;subscription;;;;;;;;;;;;;;
j2d.d1f2h;2022-08-19;2022-10-12;RENT;516;professional;APPT;2990;52;ZH;2,5;13;subscription;;;;;;;;;;;;;;
j2e.v86wt;2021-08-16;2021-08-16;RENT;392231;professional;APPT;;;SH;2,5;19;subscription;;;;;;;;;;;;;;
j2o.9o3j8;2022-03-08;2022-03-09;BUY;296886;professional;APPT;850000;90;ZH;3,5;28;subscription;;;;;;;;;;;;;;
j31.78rvu;2022-08-27;2022-08-27;RENT;439242;professional;APPT;530;44;GE;1,5;22;subscription;;;;;;;;;;;;;;
j3n.nwl8r;2022-06-15;2022-06-16;RENT;397609;professional;APPT;1885;;ZH;3,5;29;subscription;;;;;;;;;;;;;;
j3o.ldvvg;2022-09-13;2022-09-13;RENT;119009;professional;APPT;2390;96;ZH;4,5;30;subscription;;;;;;;;;;;;;;
j3u.x7jf5;2022-05-17;2022-07-21;BUY;123611;professional;HOUSE;1700000;177;ZH;5,5;2;subscription;;;;;;;;;;;;;;
j4e.ama8z;2022-09-15;2022-09-20;BUY;196709;professional;APPT;745000;116;ZH;4,5;5;subscription;;;;;;;;;;;;;;
j4p.tyg4h;2022-08-02;2022-09-28;BUY;28319;professional;HOUSE;560000;68;GR;3,5;7;subscription;;;;;;;;;;;;;;
j4q.lebt8;2022-09-07;2022-09-20;RENT;399101;professional;APPT;2440;84;BL;3,5;3;subscription;;;;;;;;;;;;;;
j4s.0z1sc;2022-08-13;2022-08-13;RENT;516;professional;APPT;800;66;GE;2,5;13;subscription;;;;;;;;;;;;;;
j4t.76nyk;2021-06-24;2021-09-14;RENT;391781;private;APPT;1980;111;BL;3,5;32;middle;;;;;;;;;;;;;;
j5f.vszkw;2021-11-29;2022-02-21;RENT;437938;private;APPT;2050;112;TG;4;33;premium;;;;;;;;;;;;;;
j5h.sh4gf;2022-04-08;2022-04-08;BUY;206711;professional;APPT;545000;50;VS;2,5;8;subscription;;;;;;;;;;;;;;
